date,company,deliveries,on_time_rate,avg_delivery_min,distance_km,fuel_l_per_100km,idle_min_per_vehicle,app_latency_ms,incidents,tickets_opened,tickets_resolved,csat,late_deliveries,fuel_total_liters,fuel_per_delivery_l
2025-03-11,VegaTrans,203,0.8639,59.97,3584.82,24.96,5.84,295,1,8,8,3.44,28,894.771072,4.40773927093596
2025-03-12,MarsLog,186,0.9257,59.26,4207.82,19.42,14.75,261,0,11,10,3.63,14,817.158644,4.393326043010752
2025-03-12,OrionCargo,198,0.8954,58.55,3984.83,24.54,16.92,228,1,7,6,3.5,21,977.877282,4.938774151515152
2025-03-12,VegaTrans,189,0.8819,49.26,3135.22,19.3,7.09,330,2,3,3,3.87,22,605.09746,3.2015738624338623
2025-03-13,MarsLog,159,0.956,53.23,3860.18,20.46,17.99,324,1,9,9,3.49,7,789.792828,4.9672504905660375
2025-03-13,OrionCargo,198,0.8998,57.43,2641.43,21.89,14.55,264,1,1,1,3.71,20,578.209027,2.920247611111111
2025-03-13,VegaTrans,150,0.8805,54.79,2323.64,18.43,16.99,187,2,2,0,3.45,18,428.246852,2.8549790133333333
2025-03-14,MarsLog,220,0.9554,61.31,4384.62,24.37,7.96,200,3,8,6,3.78,10,1068.531894,4.856963154545454
2025-03-14,OrionCargo,202,0.9575,51.12,4071.78,21.47,14.91,245,2,8,7,4.17,9,874.211166,4.327778049504951
2025-03-14,VegaTrans,187,0.8986,56.37,4467.27,21.08,6.59,235,2,10,10,4.06,19,941.7005160000001,5.035831636363637
2025-03-15,MarsLog,218,0.946,57.83,4935.26,19.04,12.24,241,0,3,2,2.99,12,939.673504,4.310428917431192
2025-03-15,OrionCargo,220,0.9444,56.78,4993.73,23.0,12.86,301,0,10,8,3.88,12,1148.5578999999998,5.220717727272726
2025-03-15,VegaTrans,169,0.9061,59.01,3312.03,21.46,6.07,278,2,4,4,4.09,16,710.7616380000001,4.2056901656804735
2025-03-16,MarsLog,196,0.9393,54.4,3715.24,25.06,14.14,228,1,7,7,4.1,12,931.039144,4.750199714285714
2025-03-16,OrionCargo,189,0.8267,56.02,4545.91,20.5,14.74,248,2,4,4,3.37,33,931.91155,4.930748941798942
2025-03-16,VegaTrans,209,0.9418,53.12,4697.48,25.04,20.06,137,0,5,5,3.69,12,1176.2489919999998,5.627985607655502
2025-03-17,MarsLog,176,0.9253,57.99,3558.51,23.44,7.11,212,0,7,6,3.51,13,834.1147440000001,4.739288318181819
2025-03-17,OrionCargo,193,0.98,56.0,4014.44,20.98,12.9,262,1,2,2,3.82,4,842.229512,4.363883481865285
2025-03-17,VegaTrans,220,0.877,54.01,3868.68,18.0,15.71,289,2,0,0,3.73,27,696.3624,3.165283636363636
2025-03-18,MarsLog,171,0.8512,54.43,3206.24,21.38,7.82,303,0,0,0,3.3,25,685.4941119999999,4.008737497076023
2025-03-18,OrionCargo,200,0.9638,53.81,4360.05,22.36,13.89,301,1,4,4,3.3,7,974.90718,4.874535900000001
2025-03-18,VegaTrans,196,0.9385,48.34,3895.17,22.1,11.27,210,0,2,2,3.86,12,860.8325700000001,4.392002908163266
2025-03-19,MarsLog,207,0.9449,57.55,4791.02,25.2,8.92,359,1,8,7,3.77,11,1207.3370400000001,5.832546086956523
2025-03-19,OrionCargo,195,0.9709,56.17,4477.83,22.76,5.0,242,2,3,2,3.66,6,1019.1541080000001,5.226431323076923
2025-03-19,VegaTrans,166,0.8736,55.24,2384.16,20.61,15.92,292,2,5,5,3.54,21,491.37537599999996,2.960092626506024
2025-03-20,MarsLog,142,0.9243,50.82,2391.7,18.95,12.01,222,2,6,6,3.21,11,453.22714999999994,3.191740492957746
2025-03-20,OrionCargo,220,0.844,56.46,3858.56,20.72,18.39,433,1,8,6,3.17,34,799.4936319999999,3.634061963636363
2025-03-20,VegaTrans,178,0.8804,57.07,4237.64,23.22,15.36,350,3,5,5,3.12,21,983.980008,5.5279775730337075
2025-03-21,MarsLog,169,0.9588,46.59,3345.7,22.71,16.18,306,1,4,2,3.28,7,759.80847,4.495908106508876
2025-03-21,OrionCargo,216,0.9224,60.22,3333.49,19.19,13.46,292,1,8,8,3.28,17,639.696731,2.961558939814815
2025-03-21,VegaTrans,215,0.9184,53.78,5328.34,25.22,15.48,301,1,5,4,3.08,18,1343.807348,6.250266734883721
2025-03-22,MarsLog,198,0.8349,56.55,3207.47,21.54,16.33,252,3,3,1,3.52,33,690.889038,3.489338575757576
2025-03-22,OrionCargo,208,0.922,48.57,2556.64,21.32,17.64,223,1,2,1,3.85,16,545.075648,2.620556
2025-03-22,VegaTrans,163,0.9421,54.58,1967.33,19.1,12.07,296,1,5,3,3.43,9,375.76003,2.3052762576687114
2025-03-23,MarsLog,220,0.8769,47.22,4347.0,20.69,14.7,138,0,9,8,3.73,27,899.3943,4.08815590909091
2025-03-23,OrionCargo,174,0.9015,66.7,3620.58,20.73,15.22,252,0,11,9,3.58,17,750.5462339999999,4.313484103448276
2025-03-23,VegaTrans,220,0.9107,52.71,3223.92,25.16,13.26,228,2,6,5,3.15,20,811.1382720000001,3.6869921454545462
2025-03-24,MarsLog,204,0.9062,57.54,4786.04,22.32,17.67,279,1,4,2,3.67,19,1068.244128,5.236490823529412
2025-03-24,OrionCargo,169,0.8896,60.75,3967.76,22.68,8.58,300,2,2,0,3.91,19,899.8879680000001,5.324780875739646
2025-03-24,VegaTrans,183,0.8828,59.39,3630.63,19.5,15.5,273,1,3,3,2.87,21,707.97285,3.8687040983606558
2025-03-25,MarsLog,207,0.9072,57.85,4608.3,18.0,8.15,243,1,9,9,2.7,19,829.4939999999999,4.007217391304348
2025-03-25,OrionCargo,147,0.876,51.68,2336.12,24.7,11.29,243,0,8,8,3.14,18,577.0216399999999,3.9253172789115642
2025-03-25,VegaTrans,210,0.9546,53.72,4650.92,18.79,8.13,187,0,6,6,3.62,10,873.907868,4.161466038095238
2025-03-26,MarsLog,142,0.8778,48.22,3042.36,18.0,20.55,313,2,7,7,3.59,17,547.6248,3.8565126760563384
2025-03-26,OrionCargo,190,0.8795,67.94,3662.16,21.08,17.57,341,0,4,2,3.63,23,771.9833279999999,4.06307014736842
2025-03-26,VegaTrans,220,0.8826,53.8,5361.13,21.3,14.22,188,1,2,0,3.78,26,1141.9206900000001,5.190548590909091
2025-03-27,MarsLog,192,0.8994,50.99,4437.34,21.0,13.94,248,1,6,5,3.86,19,931.8414,4.853340625
2025-03-27,OrionCargo,191,0.9104,52.74,4272.77,19.48,10.02,246,3,2,1,3.83,17,832.3355960000001,4.357777989528796
2025-03-27,VegaTrans,220,0.98,62.76,4423.15,23.08,9.88,260,1,7,7,3.11,4,1020.8630199999999,4.640286454545454
2025-03-28,MarsLog,189,0.8552,50.05,2853.13,20.46,13.17,320,2,0,0,3.33,27,583.750398,3.0886264444444445
2025-03-28,OrionCargo,198,0.8983,63.79,3600.42,19.82,17.54,307,0,2,0,3.8,20,713.6032439999999,3.6040567878787875
2025-03-28,VegaTrans,190,0.927,50.69,2366.23,21.92,5.0,362,1,5,5,3.47,14,518.6776160000001,2.7298821894736847
2025-03-29,MarsLog,179,0.8087,57.16,2588.13,22.49,14.81,302,1,5,3,3.21,34,582.070437,3.2517901508379885
2025-03-29,OrionCargo,171,0.9209,58.8,4117.49,26.56,10.23,249,0,5,5,4.06,14,1093.605344,6.3953528888888895
2025-03-29,VegaTrans,174,0.8249,50.15,2752.52,19.14,14.23,246,2,7,7,2.94,30,526.832328,3.0277719999999997
2025-03-30,MarsLog,198,0.911,49.06,4855.69,19.51,16.39,349,2,5,5,3.31,18,947.3451190000001,4.7845713080808085
2025-03-30,OrionCargo,198,0.8907,54.69,2886.92,23.78,11.1,224,1,4,2,2.86,22,686.509576,3.467220080808081
2025-03-30,VegaTrans,148,0.89,67.6,3221.26,21.1,14.97,354,3,1,0,4.17,16,679.68586,4.592472027027028
2025-03-31,MarsLog,180,0.9268,49.76,2859.33,24.45,12.15,201,4,5,4,3.16,13,699.106185,3.88392325
2025-03-31,OrionCargo,197,0.8938,57.58,3983.16,20.41,5.84,345,1,3,1,3.63,21,812.9629560000001,4.126715512690356
2025-03-31,VegaTrans,220,0.921,53.38,3574.63,24.09,12.3,265,1,11,9,3.82,17,861.1283669999999,3.9142198499999994
2025-04-01,MarsLog,200,0.9709,43.47,4839.62,23.24,5.0,201,0,6,4,3.58,6,1124.727688,5.62363844
2025-04-01,OrionCargo,163,0.8965,58.92,3535.04,22.78,11.08,287,0,1,0,3.64,17,805.2821120000001,4.940381055214725
2025-04-01,VegaTrans,152,0.8,53.79,2576.84,23.68,15.94,301,1,5,4,3.36,30,610.195712,4.01444547368421
2025-04-02,MarsLog,176,0.8957,66.08,4256.11,18.43,8.67,213,2,3,1,3.3,18,784.4010729999999,4.456824278409091
2025-04-02,OrionCargo,205,0.893,51.59,3405.19,22.58,5.0,331,3,4,4,3.46,22,768.8919020000001,3.750692204878049
2025-04-02,VegaTrans,220,0.9649,48.61,3463.7,20.03,10.52,257,1,6,5,3.14,8,693.7791100000001,3.1535414090909093
2025-04-03,MarsLog,152,0.8986,65.55,3717.24,22.05,14.43,246,4,5,5,4.14,15,819.6514199999999,5.392443552631579
2025-04-03,OrionCargo,177,0.9397,60.09,3638.18,21.54,11.02,241,2,6,6,3.07,11,783.663972,4.42748006779661
2025-04-03,VegaTrans,206,0.8152,54.92,3200.41,22.04,13.47,297,1,9,8,3.65,38,705.370364,3.4241279805825244
2025-04-04,MarsLog,182,0.846,50.81,4029.93,27.62,5.0,186,1,5,3,2.55,28,1113.066666,6.115750912087912
2025-04-04,OrionCargo,160,0.8735,53.59,3495.15,19.06,9.9,251,0,7,6,4.11,20,666.17559,4.1635974375
2025-04-04,VegaTrans,188,0.8823,48.79,2940.06,19.82,12.54,262,4,8,8,3.18,22,582.7198920000001,3.0995738936170216
2025-04-05,MarsLog,186,0.8845,55.58,3600.76,20.26,10.92,286,1,5,3,3.26,21,729.5139760000002,3.9221181505376355
2025-04-05,OrionCargo,175,0.91,58.66,4216.66,20.6,12.46,206,1,0,0,3.46,16,868.6319599999999,4.9636112
2025-04-05,VegaTrans,220,0.8776,46.59,3236.56,22.74,15.33,249,2,3,2,3.46,27,735.993744,3.345426109090909
2025-04-06,MarsLog,220,0.8485,58.92,3383.11,19.31,9.51,223,1,9,9,3.68,33,653.2785409999999,2.969447913636363
2025-04-06,OrionCargo,166,0.8873,55.96,3146.86,21.1,14.11,120,0,3,1,3.19,19,663.98746,3.9999244578313258
2025-04-06,VegaTrans,216,0.8918,53.44,4331.25,18.0,6.94,150,1,5,5,3.72,23,779.625,3.609375
2025-04-07,MarsLog,148,0.8607,58.92,2263.9,28.0,9.93,120,0,7,5,3.74,21,633.8919999999999,4.283054054054054
2025-04-07,OrionCargo,204,0.8661,52.79,4242.03,24.34,20.01,357,2,8,8,3.26,27,1032.510102,5.0613240294117645
2025-04-07,VegaTrans,206,0.8797,62.27,4218.69,18.89,16.25,188,0,7,5,3.3,25,796.910541,3.86849777184466
2025-04-08,MarsLog,168,0.931,59.21,2741.03,21.81,11.42,256,0,1,0,4.29,12,597.8186430000001,3.558444303571429
2025-04-08,OrionCargo,214,0.8308,57.15,4136.82,24.55,10.6,270,0,1,0,3.84,36,1015.5893099999998,4.745744439252336
2025-04-08,VegaTrans,163,0.8698,49.47,3069.47,24.68,15.71,283,4,6,4,3.13,21,757.5451959999999,4.6475165398773
2025-04-09,MarsLog,183,0.8819,49.84,3778.17,24.99,5.3,306,0,6,6,3.77,22,944.164683,5.159369852459016
2025-04-09,OrionCargo,196,0.9114,48.77,4622.78,19.31,8.28,271,0,9,7,3.67,17,892.6588179999999,4.5543817244897955
2025-04-09,VegaTrans,220,0.8166,47.92,2911.6,20.76,11.32,254,0,6,6,3.55,40,604.44816,2.7474916363636366
2025-04-10,MarsLog,187,0.9183,53.16,3017.8,18.0,17.41,257,2,8,8,4.02,15,543.2040000000001,2.9048342245989307
2025-04-10,OrionCargo,209,0.8542,56.39,4338.45,21.71,10.44,330,2,7,6,2.98,30,941.877495,4.506590885167464
2025-04-10,VegaTrans,188,0.8399,62.63,2466.26,27.98,18.32,405,0,8,7,3.65,30,690.0595480000001,3.670529510638298
2025-04-11,MarsLog,145,0.8854,64.66,2970.81,18.02,8.73,271,1,7,5,3.82,17,535.3399619999999,3.6919997379310336
2025-04-11,OrionCargo,190,0.9062,56.83,4688.69,22.42,10.88,313,4,8,8,2.85,18,1051.204298,5.5326542000000005
2025-04-11,VegaTrans,194,0.8391,55.38,2484.46,23.03,13.92,141,0,0,0,3.24,31,572.171138,2.949335762886598
2025-04-12,MarsLog,185,0.9198,63.78,3320.15,25.64,8.92,125,1,4,3,3.48,15,851.2864600000001,4.601548432432433
2025-04-12,OrionCargo,220,0.8557,44.88,3606.92,25.86,12.32,209,0,4,3,3.75,32,932.749512,4.239770509090909
2025-04-12,VegaTrans,170,0.8669,53.52,2692.98,20.81,21.29,286,1,8,6,3.58,23,560.409138,3.2965243411764704
2025-04-13,MarsLog,170,0.8834,62.46,2217.21,22.84,22.25,239,2,6,5,3.27,20,506.41076400000003,2.9788868470588237
2025-04-13,OrionCargo,126,0.8372,59.11,2071.95,25.39,15.07,181,1,3,2,3.39,21,526.068105,4.17514369047619
2025-04-13,VegaTrans,156,0.8552,52.03,3535.95,21.94,14.75,339,2,6,6,3.89,23,775.78743,4.972996346153846
2025-04-14,MarsLog,181,0.8743,58.76,2559.37,21.11,12.32,262,1,6,6,3.69,23,540.283007,2.9849889889502763
2025-04-14,OrionCargo,192,0.9392,58.58,2503.94,19.03,7.74,244,0,4,3,3.19,12,476.49978200000004,2.481769697916667
2025-04-14,VegaTrans,214,0.8623,50.59,3887.88,20.56,17.6,431,1,4,2,3.41,29,799.3481279999999,3.7352716261682235
2025-04-15,MarsLog,193,0.8213,53.71,4689.44,22.57,11.84,320,0,5,4,3.43,34,1058.406608,5.483972062176166
2025-04-15,OrionCargo,208,0.9194,61.34,2623.01,24.25,16.69,187,0,5,3,3.46,17,636.0799250000001,3.0580765625000006
2025-04-15,VegaTrans,220,0.8345,53.87,5467.22,22.34,15.77,273,0,2,1,3.46,36,1221.376948,5.551713400000001
2025-04-16,MarsLog,157,0.8942,49.48,2561.58,22.55,11.76,349,3,5,5,3.58,17,577.63629,3.6792120382165607
2025-04-16,OrionCargo,176,0.819,58.15,2525.88,22.09,11.42,336,2,6,6,3.62,32,557.966892,3.170266431818182
2025-04-16,VegaTrans,196,0.9053,66.73,3928.22,20.85,10.28,267,3,7,6,4.15,19,819.03387,4.178744234693878
2025-04-17,MarsLog,173,0.8261,54.92,3016.96,27.39,18.31,166,1,12,12,2.99,30,826.345344,4.776562682080924
2025-04-17,OrionCargo,175,0.9017,51.4,3691.0,21.91,17.72,212,1,1,1,3.59,17,808.6981,4.621131999999999
2025-04-17,VegaTrans,178,0.8486,66.63,3324.72,18.47,6.15,266,1,7,5,3.54,27,614.075784,3.4498639550561796
2025-04-18,MarsLog,171,0.8767,50.01,2615.78,21.25,7.86,315,1,0,0,3.83,21,555.85325,3.2506038011695906
2025-04-18,OrionCargo,180,0.9247,56.55,3498.77,22.41,10.46,211,0,2,2,3.24,14,784.074357,4.355968649999999
2025-04-18,VegaTrans,220,0.9394,57.77,4849.84,19.86,15.04,356,0,10,8,3.06,13,963.178224,4.378082836363636
2025-04-19,MarsLog,177,0.9028,48.78,2889.73,19.72,20.06,291,4,2,2,3.82,17,569.854756,3.219518395480226
2025-04-19,OrionCargo,196,0.8623,50.62,2703.94,20.32,13.38,335,1,8,7,3.79,27,549.440608,2.8032684081632655
2025-04-19,VegaTrans,200,0.8793,62.59,2617.68,23.26,7.05,180,1,4,2,3.23,24,608.872368,3.04436184
2025-04-20,MarsLog,197,0.8377,59.12,2893.66,26.24,5.71,272,2,4,2,2.99,32,759.2963839999999,3.854296365482233
2025-04-20,OrionCargo,208,0.8724,58.2,4645.84,23.2,17.75,220,0,9,8,4.02,27,1077.83488,5.181898461538462
2025-04-20,VegaTrans,175,0.8633,49.61,2665.43,22.02,17.33,231,1,3,2,3.67,24,586.927686,3.3538724914285716
2025-04-21,MarsLog,191,0.8843,55.28,3895.34,18.0,8.97,265,1,5,3,3.67,22,701.1612,3.671001047120419
2025-04-21,OrionCargo,205,0.8934,54.25,4747.92,22.87,14.67,219,2,5,3,3.59,22,1085.849304,5.296825873170732
2025-04-21,VegaTrans,182,0.942,52.27,2582.15,24.5,13.29,330,0,5,3,4.27,11,632.62675,3.475971153846154
2025-04-22,MarsLog,220,0.8645,54.63,3980.74,23.78,15.16,279,0,4,3,3.37,30,946.6199720000001,4.302818054545455
2025-04-22,OrionCargo,210,0.8601,61.99,3258.63,25.75,17.39,223,1,6,6,3.42,29,839.097225,3.9957010714285714
2025-04-22,VegaTrans,155,0.8733,54.55,1927.03,18.93,12.39,206,0,2,2,2.69,20,364.78677899999997,2.3534630903225806
2025-04-23,MarsLog,212,0.9363,44.63,4707.64,18.0,14.68,228,1,1,0,3.53,14,847.3752000000002,3.99705283018868
2025-04-23,OrionCargo,192,0.8899,50.11,4414.75,24.77,17.56,146,2,7,6,4.57,21,1093.533575,5.695487369791667
2025-04-23,VegaTrans,169,0.8891,57.09,2973.89,22.45,13.25,200,1,9,9,3.84,19,667.638305,3.9505225147928993
2025-04-24,MarsLog,194,0.8742,53.84,4220.16,21.13,16.41,179,0,10,8,3.42,24,891.719808,4.5964938556701025
2025-04-24,OrionCargo,189,0.9491,55.93,3455.3,21.8,13.5,158,2,2,0,4.1,10,753.2554000000001,3.9854783068783077
2025-04-24,VegaTrans,194,0.8627,56.25,2794.37,19.32,10.66,259,0,3,1,2.82,27,539.872284,2.7828468247422684
2025-04-25,MarsLog,186,0.9033,50.62,4537.33,21.21,12.37,241,0,2,1,3.41,18,962.367693,5.1740198548387095
2025-04-25,OrionCargo,192,0.8845,49.47,2355.81,19.05,12.79,186,1,3,2,2.58,22,448.781805,2.3374052343750003
2025-04-25,VegaTrans,220,0.8694,51.62,3466.45,19.86,7.75,169,1,3,3,3.71,29,688.4369699999999,3.129258954545454
2025-04-26,MarsLog,217,0.8579,49.57,4475.35,26.53,12.45,210,1,4,2,3.22,31,1187.310355,5.471476290322581
2025-04-26,OrionCargo,176,0.861,53.2,4280.52,19.16,15.0,233,0,5,4,3.58,24,820.1476320000002,4.659929727272728
2025-04-26,VegaTrans,220,0.8608,64.19,3927.81,25.58,20.04,279,4,8,7,3.59,31,1004.733798,4.566971809090909
2025-04-27,MarsLog,193,0.8218,53.51,2647.86,25.19,11.32,228,1,10,8,3.75,34,666.995934,3.455937481865285
2025-04-27,OrionCargo,206,0.9043,54.16,3737.4,18.52,14.29,120,1,4,3,3.53,20,692.16648,3.3600314563106797
2025-04-27,VegaTrans,176,0.8592,47.24,2997.01,23.6,11.26,251,1,2,2,3.5,25,707.2943600000001,4.018717954545455
2025-04-28,MarsLog,166,0.8519,66.97,3534.31,26.19,12.14,174,1,6,6,3.72,25,925.635789,5.576119210843374
2025-04-28,OrionCargo,153,0.8817,55.28,2995.84,21.62,10.69,270,1,5,4,3.44,18,647.7006080000001,4.233337307189543
2025-04-28,VegaTrans,182,0.896,56.84,3236.52,21.76,5.0,252,4,8,6,3.49,19,704.2667520000001,3.869597538461539
2025-04-29,MarsLog,143,0.9058,51.51,3100.63,22.12,11.46,258,0,8,6,2.95,13,685.859356,4.796219272727273
2025-04-29,OrionCargo,218,0.8075,59.9,4162.5,20.44,11.31,217,2,6,5,3.63,42,850.815,3.9028211009174316
2025-04-29,VegaTrans,220,0.8911,61.99,4101.38,25.12,10.58,257,0,2,2,3.15,24,1030.266656,4.6830302545454545
2025-04-30,MarsLog,189,0.9117,57.67,3742.82,20.16,16.43,306,2,3,2,3.66,17,754.5525120000001,3.992341333333334
2025-04-30,OrionCargo,146,0.9042,56.39,2860.28,18.62,14.79,238,0,8,6,3.2,14,532.5841360000001,3.647836547945206
2025-04-30,VegaTrans,154,0.8531,57.59,3119.92,26.74,11.15,230,0,6,5,2.85,23,834.266608,5.417315636363637
2025-05-01,MarsLog,166,0.9381,54.72,2550.72,23.81,11.15,215,1,1,0,3.75,10,607.326432,3.6585929638554213
2025-05-01,OrionCargo,199,0.8745,49.39,2702.1,22.63,9.92,300,1,1,1,3.3,25,611.48523,3.0727901005025124
2025-05-01,VegaTrans,205,0.8863,60.22,3487.5,20.19,17.8,264,2,1,0,3.27,23,704.12625,3.434762195121951
2025-05-02,MarsLog,132,0.849,65.63,2416.29,23.05,23.07,290,0,0,0,3.28,20,556.954845,4.219354886363636
2025-05-02,OrionCargo,214,0.8558,53.73,4871.43,20.86,14.1,264,2,0,0,3.08,31,1016.180298,4.74850606542056
2025-05-02,VegaTrans,182,0.8386,53.04,3181.77,23.92,13.37,236,2,3,3,3.37,29,761.079384,4.181754857142857
2025-05-03,MarsLog,189,0.8481,57.46,3990.03,24.7,16.97,183,1,3,3,3.83,29,985.53741,5.2144836507936505
2025-05-03,OrionCargo,179,0.8267,48.68,2296.65,22.66,9.48,229,1,6,5,3.54,31,520.42089,2.907379273743017
2025-05-03,VegaTrans,218,0.8,57.91,5258.89,20.95,9.92,286,2,7,6,3.72,44,1101.737455,5.053841536697248
2025-05-04,MarsLog,159,0.898,60.29,2892.56,20.84,9.16,362,0,1,0,3.7,16,602.809504,3.7912547421383644
2025-05-04,OrionCargo,145,0.8548,53.0,2354.83,22.42,8.76,261,1,3,3,3.38,21,527.952886,3.6410543862068967
2025-05-04,VegaTrans,169,0.9003,39.66,3422.12,22.35,9.36,279,1,3,2,2.56,17,764.8438199999999,4.525703076923077
2025-05-05,MarsLog,197,0.853,50.24,4158.77,19.09,15.85,232,1,1,0,3.23,29,793.9091930000001,4.0299959035533
2025-05-05,OrionCargo,213,0.8402,62.23,3056.24,21.71,18.18,222,1,11,10,3.35,34,663.5097039999999,3.1150690328638495
2025-05-05,VegaTrans,161,0.803,51.71,3928.61,23.14,14.86,337,1,8,8,3.22,32,909.0803540000002,5.6464618260869575
2025-05-06,MarsLog,198,0.8,57.22,2713.34,22.13,14.15,360,1,9,9,3.44,40,600.462142,3.0326370808080805
2025-05-06,OrionCargo,198,0.9249,56.91,3552.03,22.7,5.0,228,2,5,5,4.01,15,806.31081,4.072276818181818
2025-05-06,VegaTrans,198,0.8745,52.1,2536.12,20.96,11.08,320,1,7,7,3.89,25,531.570752,2.6847007676767674
2025-05-07,MarsLog,175,0.8489,61.68,3172.95,20.37,11.12,238,2,5,5,3.61,26,646.329915,3.6933138000000003
2025-05-07,OrionCargo,180,0.833,51.38,3811.14,19.01,9.41,273,3,4,3,3.03,30,724.497714,4.0249873
2025-05-07,VegaTrans,137,0.844,50.02,2729.53,22.55,19.13,288,1,6,4,3.5,21,615.5090150000001,4.492766532846716
2025-05-08,MarsLog,209,0.8,38.45,3265.21,23.73,7.41,310,1,3,1,3.48,42,774.8343329999999,3.707341306220095
2025-05-08,OrionCargo,161,0.9116,65.77,2754.36,21.37,9.68,184,4,6,6,3.64,14,588.6067320000001,3.655942434782609
2025-05-08,VegaTrans,220,0.8389,57.86,4165.31,18.0,8.91,249,3,7,6,2.95,35,749.7558,3.407980909090909
2025-05-09,MarsLog,168,0.847,50.74,3876.43,23.12,14.24,142,1,2,2,3.7,26,896.230616,5.334706047619048
2025-05-09,OrionCargo,138,0.859,38.19,3390.74,23.6,17.71,279,0,7,6,3.58,19,800.2146399999999,5.798656811594202
2025-05-09,VegaTrans,187,0.8807,49.42,2882.1,21.32,19.75,300,0,8,7,4.31,22,614.46372,3.2859022459893046
2025-05-10,MarsLog,200,0.8455,55.46,3234.59,23.4,21.35,284,1,1,1,3.07,31,756.89406,3.7844702999999997
2025-05-10,OrionCargo,183,0.921,55.42,3721.0,25.73,11.0,340,0,4,2,3.97,14,957.4133,5.231766666666667
2025-05-10,VegaTrans,169,0.8646,64.59,2491.5,23.62,12.8,338,0,8,7,2.99,23,588.4923,3.4822029585798817
2025-05-11,MarsLog,171,0.8294,51.59,2965.97,20.51,9.81,312,1,3,2,3.73,29,608.320447,3.5574295146198827
2025-05-11,OrionCargo,147,0.8242,51.0,3190.76,21.87,11.53,231,3,5,4,3.39,26,697.8192120000001,4.747069469387756
2025-05-11,VegaTrans,204,0.8331,53.21,4376.05,18.0,16.39,200,2,7,7,4.02,34,787.689,3.861220588235294
2025-05-12,MarsLog,220,0.8621,56.67,4683.35,18.91,11.62,263,1,5,5,3.57,30,885.621485,4.025552204545455
2025-05-12,OrionCargo,135,0.8754,47.97,2153.74,21.66,7.27,319,2,4,4,3.34,17,466.50008399999996,3.4555561777777775
2025-05-12,VegaTrans,165,0.9401,51.25,3350.58,21.96,12.1,208,0,1,0,3.68,10,735.787368,4.459317381818182
2025-05-13,MarsLog,173,0.8478,53.66,3254.92,28.0,8.67,320,2,7,6,3.95,26,911.3776,5.268078612716764
2025-05-13,OrionCargo,164,0.8395,51.79,3978.44,18.6,18.09,291,1,2,2,3.82,26,739.9898400000001,4.512133170731707
2025-05-13,VegaTrans,174,0.806,65.16,3451.74,21.83,6.98,210,0,6,4,3.22,34,753.5148419999998,4.330545068965516
2025-05-14,MarsLog,157,0.8692,54.71,1965.53,24.21,17.64,238,2,1,1,2.65,21,475.85481300000004,3.0309223757961785
2025-05-14,OrionCargo,196,0.8489,59.61,4851.7,21.53,17.67,299,2,5,3,3.33,30,1044.57101,5.329443928571428
2025-05-14,VegaTrans,171,0.8596,61.61,4032.32,22.78,6.28,133,0,8,7,3.7,24,918.562496,5.3717105029239764
2025-05-15,MarsLog,152,0.8634,54.47,2705.59,23.44,8.58,340,0,3,2,3.54,21,634.1902960000001,4.172304578947369
2025-05-15,OrionCargo,219,0.9069,69.98,4574.75,24.04,16.25,316,1,8,8,3.54,20,1099.7699,5.021780365296804
2025-05-15,VegaTrans,181,0.8311,52.8,2994.64,24.69,7.48,309,0,7,5,3.96,31,739.376616,4.084953679558011
2025-05-16,MarsLog,195,0.8672,48.78,4098.94,24.55,17.55,218,1,0,0,3.59,26,1006.28977,5.160460358974359
2025-05-16,OrionCargo,186,0.9057,62.68,3932.52,23.34,15.49,288,0,1,1,3.95,18,917.850168,4.934678322580646
2025-05-16,VegaTrans,194,0.829,51.86,3894.73,23.92,13.62,232,0,3,1,3.24,33,931.619416,4.80216193814433
2025-05-17,MarsLog,147,0.881,58.12,2898.53,19.85,9.97,328,1,1,0,3.07,17,575.3582050000001,3.914001394557824
2025-05-17,OrionCargo,174,0.9041,58.26,2532.86,21.11,7.66,294,2,0,0,4.21,17,534.686746,3.072912333333333
2025-05-17,VegaTrans,163,0.8429,64.01,2255.59,21.29,14.96,214,0,8,7,3.05,26,480.215111,2.9461049754601225
2025-05-18,MarsLog,159,0.8261,58.65,2198.6,18.0,6.34,218,0,4,4,3.39,28,395.748,2.488981132075472
2025-05-18,OrionCargo,196,0.8281,57.38,4671.18,21.46,19.81,188,1,9,8,3.2,34,1002.4352280000002,5.114465448979593
2025-05-18,VegaTrans,194,0.8504,52.87,4536.48,27.88,11.7,207,1,2,1,3.87,29,1264.7706239999998,6.519436206185566
2025-05-19,MarsLog,184,0.841,60.08,3177.23,19.14,10.0,282,0,4,3,3.64,29,608.1218220000001,3.3050099021739134
2025-05-19,OrionCargo,173,0.8232,49.48,2264.83,24.12,16.25,348,2,5,4,4.06,31,546.276996,3.157670497109827
2025-05-19,VegaTrans,197,0.8299,51.56,3240.44,21.66,13.81,276,1,4,4,3.41,34,701.879304,3.562839106598985
2025-05-20,MarsLog,208,0.888,51.08,3323.14,23.95,10.19,261,2,6,4,4.13,23,795.89203,3.826403990384615
2025-05-20,OrionCargo,190,0.8,56.45,4295.66,22.7,19.5,255,2,10,9,3.88,38,975.11482,5.132183263157895
